age,dfi
1,1.274
2,1.113
3,0.324
4,1.349
5,1.084
6,1.611
7,1.77
8,1.531
9,1.882
10,1.707
11,1.808
12,1.608
13,1.654
14,1.662
15,1.793
16,1.894
17,1.952
18,2.0
19,1.786
20,2.104
21,1.789
22,2.008
23,2.15
24,1.929
25,1.904
26,1.958
27,1.88
28,1.916
29,2.031
30,2.181
31,1.882
32,1.841
33,2.279
34,2.195
35,1.878
36,2.152
37,2.265
38,2.338
39,2.088
40,2.008
41,2.394
42,2.45
43,2.582
44,2.4
45,2.768
46,2.918
47,2.564
48,2.901
49,2.804
50,2.736
51,2.861
52,2.748
53,2.996
54,2.693
55,2.709
56,2.547
57,2.924
58,2.828
59,2.839
60,2.372
61,2.689
62,2.662
63,3.09
64,2.841
65,2.776
66,2.581
67,2.633
68,2.867
69,2.598
70,2.76
71,2.842
72,3.04
73,3.032
74,2.784
75,3.132
76,2.737
77,2.916
78,3.142
79,3.183
80,3.36
81,3.214
82,3.156
83,3.041
84,3.056
85,3.292
86,3.397
87,3.022
88,2.998
89,3.041
90,3.192
91,3.187
92,3.463
93,3.37
94,3.041
95,3.041
96,3.041
97,3.041
98,3.178
99,3.339
100,3.294
101,3.183
