age,dfi
1,1.001
2,0.842
3,0.902
4,1.199
5,1.134
6,1.435
7,1.216
8,1.181
9,1.578
10,1.198
11,1.395
12,1.793
13,1.256
14,1.696
15,1.692
16,1.535
17,1.658
18,1.836
19,1.635
20,1.752
21,1.894
22,1.57
23,1.615
24,1.786
25,1.979
26,2.26
27,2.078
28,2.028
29,2.133
30,2.181
31,1.882
32,2.361
33,2.31
34,1.912
35,2.184
36,2.085
37,1.938
38,2.065
39,2.351
40,1.998
41,2.26
42,2.34
43,2.371
44,2.48
45,2.498
46,2.356
47,3.031
48,2.337
49,2.558
50,2.432
51,2.63
52,2.996
53,2.934
54,2.664
55,2.721
56,2.522
57,2.79
58,2.674
59,2.502
60,2.918
61,2.575
62,2.594
63,2.686
64,2.617
65,2.416
66,2.679
67,2.606
68,2.872
69,2.943
70,2.657
71,3.38
72,2.698
73,2.904
74,2.85
75,3.399
76,2.883
77,3.142
78,3.136
79,3.212
80,3.353
81,3.255
82,3.187
83,3.041
84,3.045
85,3.296
86,3.403
87,3.104
88,2.97
89,3.041
90,3.192
91,3.209
92,3.462
93,3.375
94,3.041
95,3.041
96,3.041
97,3.041
98,3.176
99,3.339
100,3.292
101,3.183
