age,dfi
1,1.483
2,1.584
3,1.305
4,1.661
5,1.275
6,1.526
7,1.611
8,1.414
9,1.628
10,2.006
11,1.85
12,1.903
13,1.884
14,2.151
15,1.811
16,1.731
17,1.88
18,2.135
19,1.829
20,1.73
21,2.12
22,2.218
23,2.145
24,2.184
25,1.5
26,1.799
27,1.88
28,2.164
29,2.233
30,2.006
31,2.308
32,1.994
33,2.058
34,1.805
35,2.226
36,2.108
37,1.945
38,2.461
39,1.907
40,2.266
41,2.762
42,2.608
43,2.096
44,2.31
45,2.729
46,2.54
47,2.564
48,2.805
49,2.672
50,2.722
51,3.055
52,2.617
53,2.657
54,2.334
55,2.586
56,2.688
57,2.298
58,2.399
59,2.446
60,2.572
61,2.698
62,2.539
63,3.058
64,2.484
65,2.416
66,2.679
67,2.606
68,2.887
69,2.964
70,2.657
71,3.415
72,2.571
73,2.743
74,2.768
75,3.027
76,2.774
77,2.99
78,2.937
79,3.132
80,3.36
81,3.162
82,3.175
83,3.041
84,3.062
85,3.27
86,3.415
87,3.08
88,2.98
89,3.041
90,3.192
91,3.178
92,3.462
93,3.375
94,3.041
95,3.041
96,3.041
97,3.041
98,3.177
99,3.339
100,3.29
101,3.183
