age,dfi
1,0.695
2,1.041
3,0.92
4,1.16
5,1.114
6,1.544
7,1.483
8,1.65
9,1.745
10,1.545
11,1.808
12,1.729
13,1.776
14,1.592
15,1.991
16,1.752
17,1.904
18,2.06
19,1.732
20,1.987
21,2.006
22,2.086
23,1.722
24,1.91
25,2.003
26,1.89
27,2.18
28,2.208
29,2.014
30,1.518
31,2.247
32,2.019
33,2.19
34,1.926
35,2.367
36,1.91
37,1.945
38,2.2
39,1.907
40,2.016
41,2.099
42,2.31
43,2.447
44,2.406
45,2.298
46,2.306
47,1.878
48,2.422
49,2.458
50,2.534
51,2.54
52,2.654
53,2.986
54,2.211
55,2.612
56,2.322
57,2.388
58,1.707
59,2.254
60,2.335
61,2.134
62,2.32
63,2.248
64,2.444
65,2.355
66,1.826
67,2.179
68,1.94
69,1.862
70,1.644
71,1.627
72,1.634
73,1.671
74,1.694
75,1.743
76,1.839
77,1.888
78,1.867
79,2.218
80,2.471
81,3.083
82,3.057
83,3.026
84,3.041
85,3.117
86,3.382
87,3.078
88,2.995
89,3.041
90,3.192
91,3.228
92,3.48
93,3.375
94,3.041
95,3.041
96,3.041
97,3.041
98,3.172
99,3.339
100,3.291
101,3.183
