age,dfi
1,0.041
2,0.0
3,0.988
4,0.741
5,1.295
6,1.249
7,1.206
8,1.42
9,1.55
10,1.666
11,1.677
12,1.679
13,1.862
14,1.782
15,1.858
16,2.088
17,1.92
18,1.741
19,1.654
20,1.948
21,2.101
22,1.785
23,2.086
24,1.779
25,2.147
26,2.038
27,2.266
28,2.259
29,2.17
30,2.11
31,2.516
32,2.593
33,2.364
34,2.436
35,2.521
36,2.332
37,2.96
38,2.722
39,2.43
40,2.354
41,2.917
42,2.76
43,2.554
44,2.253
45,2.574
46,2.62
47,2.433
48,2.869
49,2.308
50,2.575
51,2.305
52,2.97
53,2.768
54,2.784
55,2.852
56,3.056
57,3.009
58,2.912
59,2.273
60,2.407
61,2.875
62,2.51
63,2.705
64,3.596
65,3.028
66,2.588
67,3.075
68,3.266
69,2.817
70,2.922
71,3.23
72,2.757
73,2.968
74,3.234
75,2.574
76,2.74
77,2.824
78,2.946
79,3.162
80,3.388
81,2.861
82,3.126
83,3.041
84,3.05
85,3.216
86,3.458
87,2.95
88,3.007
89,3.041
90,3.268
91,3.214
92,3.443
93,3.342
94,3.041
95,3.041
96,3.041
97,3.041
98,3.166
99,3.339
100,3.266
101,3.176
