age,dfi
1,1.734
2,1.564
3,1.487
4,1.657
5,1.5
6,1.814
7,1.469
8,1.558
9,1.469
10,1.801
11,1.782
12,1.699
13,1.814
14,2.06
15,1.801
16,1.756
17,1.814
18,1.876
19,1.755
20,1.766
21,1.885
22,2.025
23,2.13
24,2.077
25,2.063
26,2.201
27,2.095
28,2.124
29,2.018
30,2.026
31,2.138
32,1.886
33,1.852
34,1.815
35,2.054
36,1.952
37,2.546
38,2.103
39,1.905
40,2.126
41,2.3
42,2.122
43,2.22
44,2.252
45,1.697
46,2.286
47,2.391
48,2.253
49,2.561
50,2.588
51,2.401
52,2.347
53,2.334
54,2.25
55,2.837
56,2.287
57,2.782
58,2.324
59,2.558
60,2.088
61,2.686
62,2.872
63,2.53
64,3.266
65,2.85
66,2.784
67,0.742
68,3.722
69,2.859
70,3.25
71,2.712
72,2.903
73,2.914
74,2.72
75,3.252
76,3.068
77,3.097
78,3.202
79,3.184
80,3.357
81,3.214
82,3.184
83,3.041
84,3.06
85,3.301
86,3.4
87,3.03
88,2.995
89,3.041
90,3.192
91,3.186
92,3.463
93,3.37
94,3.041
95,3.041
96,3.041
97,3.041
98,3.178
99,3.339
100,3.294
101,3.182
