age,dfi
1,0.306
2,1.192
3,1.194
4,0.988
5,1.357
6,0.848
7,1.18
8,1.464
9,1.52
10,1.828
11,1.53
12,1.7
13,1.454
14,1.862
15,2.032
16,1.776
17,1.832
18,1.784
19,1.73
20,1.654
21,2.108
22,1.748
23,1.937
24,1.498
25,1.981
26,2.096
27,2.136
28,1.928
29,2.06
30,1.612
31,1.927
32,1.842
33,1.855
34,1.828
35,2.1
36,1.916
37,2.052
38,2.12
39,2.458
40,2.13
41,2.472
42,2.418
43,2.267
44,2.735
45,2.701
46,2.15
47,2.198
48,2.502
49,2.196
50,2.692
51,2.546
52,2.492
53,2.88
54,3.368
55,2.787
56,3.04
57,3.128
58,3.09
59,2.645
60,3.088
61,3.146
62,2.953
63,3.24
64,3.21
65,3.312
66,2.112
67,2.525
68,3.156
69,3.092
70,3.05
71,3.103
72,2.925
73,2.946
74,3.048
75,3.689
76,3.458
77,2.93
78,3.373
79,3.18
80,3.376
81,3.252
82,3.157
83,3.041
84,3.058
85,3.279
86,3.405
87,3.074
88,2.965
89,3.041
90,3.192
91,3.18
92,3.462
93,3.375
94,3.041
95,3.041
96,3.041
97,3.041
98,3.176
99,3.339
100,3.292
101,3.182
