age,dfi
1,0.905
2,0.564
3,0.951
4,1.769
5,1.661
6,1.592
7,1.656
8,1.509
9,1.88
10,1.764
11,1.689
12,1.838
13,1.635
14,1.68
15,1.757
16,1.786
17,1.688
18,2.032
19,1.905
20,1.774
21,2.48
22,1.68
23,2.177
24,1.748
25,1.818
26,2.061
27,1.86
28,2.382
29,2.425
30,1.701
31,2.194
32,2.382
33,2.374
34,2.481
35,2.602
36,2.335
37,2.697
38,2.795
39,2.558
40,2.384
41,2.947
42,2.633
43,2.548
44,2.3
45,2.846
46,2.701
47,2.688
48,2.915
49,2.692
50,2.824
51,2.77
52,2.617
53,2.575
54,2.116
55,2.886
56,2.224
57,2.68
58,2.146
59,2.209
60,2.186
61,1.448
62,2.007
63,1.908
64,2.07
65,2.618
66,3.242
67,2.818
68,3.259
69,3.27
70,3.23
71,3.684
72,3.054
73,3.312
74,3.089
75,3.587
76,3.546
77,3.062
78,3.362
79,3.191
80,3.379
81,3.271
82,3.156
83,3.041
84,3.057
85,3.276
86,3.41
87,3.12
88,2.96
89,3.041
90,3.192
91,3.192
92,3.463
93,3.375
94,3.041
95,3.041
96,3.041
97,3.041
98,3.174
99,3.339
100,3.291
101,3.182
