age,dfi
1,0.871
2,0.732
3,0.926
4,1.421
5,0.876
6,1.01
7,0.929
8,1.263
9,1.17
10,1.238
11,1.394
12,1.308
13,1.346
14,1.592
15,1.518
16,1.498
17,1.62
18,1.567
19,1.405
20,1.639
21,1.72
22,1.377
23,1.442
24,1.525
25,1.726
26,1.555
27,1.576
28,2.152
29,1.79
30,1.97
31,1.708
32,2.022
33,2.108
34,1.91
35,2.254
36,2.24
37,1.58
38,2.34
39,1.983
40,2.15
41,2.222
42,2.359
43,2.652
44,2.274
45,2.818
46,2.647
47,2.405
48,2.694
49,2.339
50,2.537
51,2.322
52,2.366
53,2.44
54,2.191
55,2.792
56,2.463
57,2.886
58,3.102
59,2.514
60,2.272
61,3.115
62,3.487
63,2.944
64,3.557
65,3.436
66,2.7
67,3.47
68,3.173
69,2.859
70,2.96
71,3.081
72,2.681
73,2.962
74,2.81
75,2.75
76,2.636
77,2.798
78,2.813
79,3.135
80,3.36
81,2.892
82,3.114
83,3.041
84,3.052
85,3.222
86,3.458
87,2.956
88,3.009
89,3.041
90,3.268
91,3.215
92,3.443
93,3.342
94,3.041
95,3.041
96,3.041
97,3.041
98,3.167
99,3.339
100,3.268
101,3.178
