age,dfi
1,1.787
2,1.31
3,1.366
4,1.479
5,1.402
6,1.281
7,1.482
8,1.461
9,1.773
10,1.612
11,1.644
12,1.806
13,1.522
14,2.01
15,1.826
16,2.046
17,2.21
18,1.957
19,2.228
20,2.036
21,2.248
22,2.158
23,2.42
24,2.24
25,2.281
26,2.284
27,2.383
28,2.257
29,2.248
30,1.917
31,1.29
32,0.87
33,1.202
34,2.386
35,2.136
36,2.233
37,2.531
38,2.21
39,2.349
40,2.283
41,1.778
42,2.375
43,2.19
44,2.33
45,2.374
46,2.596
47,2.684
48,2.57
49,2.98
50,2.534
51,2.801
52,2.662
53,2.996
54,2.124
55,3.122
56,2.822
57,2.388
58,2.671
59,2.444
60,2.52
61,2.814
62,2.344
63,2.722
64,2.563
65,2.86
66,2.32
67,3.05
68,3.216
69,3.288
70,2.536
71,3.05
72,2.875
73,2.554
74,2.765
75,2.803
76,2.735
77,2.542
78,2.741
79,3.074
80,3.342
81,2.934
82,3.114
83,3.041
84,3.06
85,3.244
86,3.458
87,2.953
88,3.01
89,3.041
90,3.268
91,3.218
92,3.44
93,3.342
94,3.041
95,3.041
96,3.041
97,3.041
98,3.166
99,3.339
100,3.268
101,3.178
