age,dfi
1,1.445
2,1.212
3,0.771
4,1.403
5,1.555
6,1.488
7,2.002
8,1.76
9,1.78
10,1.699
11,1.751
12,1.735
13,1.792
14,1.825
15,1.938
16,1.874
17,1.774
18,1.741
19,1.646
20,2.016
21,1.799
22,1.58
23,2.051
24,1.942
25,1.922
26,1.896
27,1.652
28,2.104
29,2.043
30,1.909
31,2.095
32,1.982
33,2.014
34,2.336
35,2.059
36,2.023
37,2.256
38,1.948
39,2.162
40,2.029
41,2.538
42,2.313
43,2.249
44,2.252
45,2.302
46,2.367
47,2.281
48,2.322
49,2.436
50,2.485
51,2.673
52,2.736
53,3.207
54,2.52
55,2.679
56,2.683
57,2.598
58,2.848
59,2.601
60,2.99
61,2.656
62,2.509
63,2.715
64,2.222
65,2.929
66,3.014
67,2.778
68,2.976
69,3.354
70,2.75
71,3.32
72,2.578
73,2.94
74,2.818
75,4.012
76,3.35
77,3.26
78,3.322
79,3.21
80,3.372
81,3.204
82,3.187
83,3.041
84,3.072
85,3.282
86,3.403
87,3.028
88,2.99
89,3.041
90,3.192
91,3.183
92,3.463
93,3.37
94,3.041
95,3.041
96,3.041
97,3.041
98,3.178
99,3.339
100,3.294
101,3.182
