age,dfi
1,1.419
2,1.251
3,1.819
4,1.529
5,1.909
6,1.617
7,1.583
8,1.566
9,1.264
10,1.741
11,1.753
12,1.916
13,1.485
14,2.01
15,1.872
16,2.015
17,1.786
18,1.874
19,1.73
20,1.816
21,2.108
22,1.85
23,2.08
24,2.114
25,2.09
26,2.22
27,2.149
28,2.224
29,2.306
30,1.701
31,2.372
32,2.343
33,2.454
34,2.631
35,2.652
36,2.642
37,2.86
38,2.745
39,2.846
40,2.381
41,2.961
42,1.846
43,2.907
44,2.964
45,2.748
46,3.0
47,2.794
48,2.519
49,2.344
50,2.64
51,2.835
52,2.688
53,2.628
54,2.665
55,2.586
56,2.792
57,2.54
58,1.926
59,2.293
60,2.022
61,2.698
62,2.432
63,2.608
64,2.838
65,2.654
66,2.62
67,3.107
68,2.832
69,3.2
70,3.107
71,3.045
72,3.125
73,3.29
74,3.059
75,3.761
76,3.546
77,3.094
78,3.343
79,3.188
80,3.375
81,3.232
82,3.157
83,3.041
84,3.058
85,3.279
86,3.4
87,3.028
88,2.995
89,3.041
90,3.192
91,3.184
92,3.463
93,3.37
94,3.041
95,3.041
96,3.041
97,3.041
98,3.178
99,3.339
100,3.294
101,3.182
