age,dfi
1,0.796
2,0.73
3,1.311
4,1.014
5,1.06
6,0.713
7,1.362
8,1.275
9,1.141
10,1.666
11,1.513
12,1.583
13,1.477
14,1.834
15,1.934
16,1.792
17,1.742
18,1.564
19,1.772
20,1.796
21,2.1
22,2.019
23,1.79
24,1.842
25,1.716
26,1.89
27,1.961
28,1.588
29,1.849
30,1.608
31,1.694
32,1.873
33,1.768
34,1.716
35,2.412
36,1.936
37,2.027
38,2.23
39,2.306
40,1.948
41,2.286
42,2.359
43,2.202
44,2.03
45,2.242
46,2.148
47,2.468
48,2.465
49,2.413
50,2.486
51,2.415
52,2.499
53,2.564
54,2.776
55,2.167
56,2.975
57,2.219
58,2.573
59,2.482
60,2.697
61,2.43
62,2.236
63,2.858
64,2.354
65,2.664
66,2.914
67,2.382
68,3.198
69,2.894
70,2.946
71,2.964
72,2.456
73,2.822
74,2.93
75,3.091
76,2.759
77,2.995
78,2.918
79,3.215
80,3.338
81,3.172
82,3.224
83,3.041
84,3.053
85,3.23
86,3.416
87,3.069
88,2.981
89,3.041
90,3.192
91,3.182
92,3.462
93,3.375
94,3.041
95,3.041
96,3.041
97,3.041
98,3.176
99,3.339
100,3.292
101,3.182
